type,body
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,hola el <NUMBER> <NUMBER> vence el recibo de tu servicio movil <PHONE> por s <NUMBER> <NUMBER> paga de forma segura en mi claro app o bancos autorizados con tu dni o nro de telefono
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,tu codigo de aceptacion es <NUMBER>
SPAM,tu suscripcion al servicio goles l max ha sido cancelado exitosamente gracias por usar el servicio
SPAM,si quieres seguir disfrutando de goles l max da click aqui <URL>
SPAM,tu suscripcion al servicio de pfl ha sido cancelado existosamente gracias por usar el servicio
SPAM,hola el <NUMBER> <NUMBER> vence el recibo de tu servicio movil <PHONE> por s <NUMBER> <NUMBER> paga de forma segura en mi claro app o bancos autorizados con tu dni o nro de telefono
SPAM,ya llega la fiesta de la candelaria festeja con mas gigas en tu celu y mas velocidad de internet en casa totalmente gratis al convertite en full claro conoce como <URL>
SPAM,gooool de alianza lima alianza lima <NUMBER> <NUMBER> cusco f c ver aqui <URL>
SPAM,gooool de alianza lima alianza lima <NUMBER> <NUMBER> cusco f c ver aqui <URL>
SPAM,gooool de alianza lima alianza lima <NUMBER> <NUMBER> cusco f c ver aqui <URL>
SPAM,hola el codigo de atencion de tu solicitud de migracion de plan movil realizada el <NUMBER> <NUMBER> <NUMBER> es <PHONE>
SPAM,hola el codigo de atencion de tu solicitud de cancelacion de tu servicio movil realizada el <NUMBER> <NUMBER> <NUMBER> es <PHONE>
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,hola tu servicio movil <PHONE> tiene una deuda de s <NUMBER> <NUMBER> realiza hoy el pago por mi claro app y bancos autorizados con tu dni o nro de telefono
SPAM,nuestra prioridad eres tu gracias por la puntualidad de tu pago
SPAM,g <PHONE> codigo de verificacion de google no lo compartas
SPAM,ante lluvias intensas ten presente que los deslizamientos flujos de lodos y derrumbes pueden intensificarse defensa civil tarea de todos
SPAM,ante crecida de rios no te detengas a grabar ni tomar fotografias tu vida esta en peligro defensa civil tarea de todos
SPAM,ante lluvias intensas evita cruzar por rios y zonas inundadas defensa civil tarea de todos
SPAM,si te roban el celular reportalo a tu empresa para bloquear el equipo inmediatamente en todos los operadores y suspender la linea verifica en checa tu imei
SPAM,ante una posible activacion de quebrada no te detengas ni cruces cauces de quebradas defensa civil tarea de todos
HAM,<PHONE>
SPAM,<PHONE>
SPAM,ya cuentas con los beneficios de tu nuevo max <NUMBER> <NUMBER> recuerda que puedes revisar su contenido en mi claro app cl ro miclaroplan
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,emitimos tu recibo movil de s <NUMBER> <NUMBER> que vence el <NUMBER> <NUMBER> <NUMBER> para pagar usa tu dni o telefono <PHONE> mas info en <URL> gracias
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,hola te recordamos que puedes pagar el recibo de tu servicio movil <PHONE> sin salir de casa con la opcion recordar tarjeta ingresando a cl ro miclarorecibos
SPAM,hola el <NUMBER> <NUMBER> vence el recibo de tu servicio movil <PHONE> por s <NUMBER> <NUMBER> paga de forma segura en mi claro app o bancos autorizados con tu dni o nro de telefono
SPAM,tu paquete paquete de internet gb ha sido activado fin de vigencia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> hrs mayor info claro com pe
SPAM,
SPAM,recargo el monto de s <NUMBER> vigencia de <NUMBER> dias numero de asistencia <NUMBER> el saldo no utilizado podra ser recuperado mas info <URL>
SPAM,recarga exitosa s <NUMBER> asistencia <NUMBER> o <NUMBER> <NUMBER> <NUMBER> saldo no utilizado podra ser recuperado mas info <URL>
SPAM,recargo el monto de s <NUMBER> vigencia de <NUMBER> dias numero de asistencia <NUMBER> el saldo no utilizado podra ser recuperado mas informacion <URL>
SPAM,hola hoy vence el recibo de tu servicio movil <PHONE> puedes pagar en miclaroapp o canales autorizados con tu dni o telefono si yapagaste muchas gracias
SPAM,hola tu servicio movil <PHONE> tiene una deuda de s <NUMBER> <NUMBER> realiza hoy el pago por mi claro app y bancos autorizados con tu dni o nro de telefono
SPAM,hola tu servicio movil <PHONE> tiene una deuda de s <NUMBER> <NUMBER> realiza hoy el pago por mi claro app y bancos autorizados con tu dni o nro de telefono
SPAM,hola tu servicio movil <PHONE> tiene una deuda de s <NUMBER> <NUMBER> realiza hoy el pago por mi claro app y bancos autorizados con tu dni o nro de telefono
SPAM,colbp se realizo su pago con exito monto pagado s <NUMBER> p<PHONE> <NUMBER> <PHONE> evite colas afiliase al debito automatico en <URL>
SPAM,nuestra prioridad eres tu gracias por la puntualidad de tu pago
SPAM,informate sobre el bono por recarga de s <NUMBER> con gb extra por <NUMBER> dias disponible hoy para tu prepago info cl ro pe n bono
SPAM,y ahora cuentas con un bono adicional mb por <NUMBER> dias consulta tu saldo en miclaro cl ro miclarohome
SPAM,por tu recarga tienes mb min ilim fb full x dias y mb en youtube tiktok x dias ademas whatsapp x <NUMBER> dias info cl ro miclarohome
SPAM,hola ya puedes disfrutar de tu bono adicional de gb con una vigencia de <NUMBER> dias para mayor informacion ingresa a cl ro miclarohome
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a la <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a la <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a la <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,ten el control de tus megas con chevere control tu saldo no se consume automaticamente hazlo desde mi claro app <URL>
SPAM,conoce los planes max postpago que tenemos para ti con llamadas nacionales ilimitadas y muchos mas gigas informate llamando al <NUMBER> <NUMBER> opcion <NUMBER> <NUMBER> o registrandote aqui <URL>
SPAM,puedes volver a estar conectado con los paquetes de megas desde s <NUMBER> con tu saldo disponible conoce mas en cl ro pe sms mega
SPAM,tu bono de gb ha finalizado si necesitas seguir conectado compra un paquete en mi claro app cl ro miclarocompras
SPAM,puedes volver a estar conectado con los paquetes de megas desde s <NUMBER> con tu saldo disponible conoce mas en cl ro pe sms mega
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,sorteamos un equipo moto edge <NUMBER> fusion participa hoy creando tu usuario y clave unica en mi claro app aqui cl ro miclarohome mas info <URL>
SPAM,puedes contratar lineas migrar de plan o portar tu numero a otro operador compara las ofertas y tarifas de las operadoras consulta en checa tu plan
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,ultimos dias del sorteo participa hoy por <NUMBER> equipo moto edge <NUMBER> fusion creando tu usuario y clave unica en mi claro app aqui cl ro miclarohome info <URL>
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,ultimos dias del sorteo participa hoy por <NUMBER> equipo moto edge <NUMBER> fusion creando tu usuario y clave unica en mi claro app aqui cl ro miclarohome info <URL>
HAM,te llamo mas tarde
HAM,te llamo mas tarde
SPAM,vale
HAM,<PHONE>
SPAM,<PHONE>
SPAM,ultimos dias del sorteo participa hoy por <NUMBER> equipo moto edge <NUMBER> fusion creando tu usuario y clave unica en mi claro app aqui cl ro miclarohome info <URL>
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,g <PHONE> codigo de verificacion de google no lo compartas
SPAM,emitimos tu recibo movil de s <NUMBER> <NUMBER> que vence el <NUMBER> <NUMBER> <NUMBER> para pagar usa tu dni o telefono <PHONE> mas info en <URL> gracias
SPAM,hola te quise llamar pero no tengo saldo llamame <PHONE>
SPAM,hola te recordamos que puedes pagar el recibo de tu servicio movil <PHONE> sin salir de casa con la opcion recordar tarjeta ingresando a cl ro miclarorecibos
SPAM,hola mary
HAM,holaa
HAM,que hora vas venir
HAM,para hacer cocer
HAM,tu comida
HAM,
SPAM,mm
SPAM,ya me voy a venir
SPAM,ya
HAM,yayaya te estaremos esperando
HAM,te apuras ha
SPAM,yyaya
SPAM,ya estoy partiendo
SPAM,ya
HAM,yayaya muy bien
HAM,te esperaremos
HAM,entonces
SPAM,serio
SPAM,
SPAM,el codigo para continuar la solicitud de portabilidad de este numero a telefonica es <NUMBER> no entregue el codigo si no desea continuar el proceso
SPAM,hola tu pedido gr <PHONE> de delivery movistar se encuentra en camino por favor recuerda tener tu dni
SPAM,tu pedido gr <PHONE> ha sido entregado con xito gracias por comprar en movistar
SPAM,usa el codigo <NUMBER> para completar tu registro en mi movistar
SPAM,hola marilyn participa de sorteos todos los meses disfruta descuentos y promos exclusivas en tu app mi movistar hazlo aqui smvst com descargarappmm
SPAM,hola marilyn participa de sorteos todos los meses disfruta descuentos y promos exclusivas en tu app mi movistar hazlo aqui smvst com descargarappmm
SPAM,g <PHONE> codigo de verificacion de google no lo compartas
SPAM,los beneficios de tu plan se han renovado consulta tu saldo y detalle de tu plan en la app mi movistar y disfruta las promos de club movistar smvst com appmov
SPAM,g <PHONE> codigo de verificacion de google no lo compartas
SPAM,hola tu recibo movil de s <NUMBER> <NUMBER> vence el <NUMBER> <NUMBER> puedes hacer el pago por la app mimovistar o app de banco mas info en <URL>
SPAM,buen dia
SPAM,mensajeame
HAM,buenas tardes
HAM,sr francisco
SPAM,buen dia gracias
SPAM,dime
HAM,ya llego
SPAM,todo bien
SPAM,yo no
HAM,esta bien
HAM,entonces
HAM,hire a la tarde a darles de comer
SPAM,si por favor
SPAM,agotaste todos tus gigas mejora tu plan por solo s <NUMBER> y obten <NUMBER> gb adicionales al mes ingresando aqui smvst com masgigas
SPAM,por tu recarga tienes mb min ilim fb full x dias y mb en youtube tiktok x dias ademas whatsapp x <NUMBER> dias info cl ro miclarohome
SPAM,y ahora cuentas con un bono adicional mb por <NUMBER> dias consulta tu saldo en miclaro cl ro miclarohome
SPAM,si tienes problemas para dar de baja tu servicio con la empresa operadora accede al quiero salirme registra tus datos y el personal del osiptel te ayudara
SPAM,aprovecha tienes mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias consulta tu saldo en miclaro
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,por tu recarga tienes mb min ilim fb full x dias y mb en youtube tiktok x dias ademas whatsapp x <NUMBER> dias info cl ro miclarohome
SPAM,recarga exitosa s <NUMBER> asistencia <NUMBER> o <NUMBER> <NUMBER> <NUMBER> saldo no utilizado podra ser recuperado mas info <URL>
SPAM,ha finalizado o consumiste la totalidad de tu bono adicional de mb por <NUMBER> dias sigue conectado comprando un paquete de mb en cl ro miclarocompras
SPAM,recarga exitosa s <NUMBER> <NUMBER> vigencia <NUMBER> dias asistencia <NUMBER> o <NUMBER> <NUMBER> <NUMBER> saldo no utilizado podra ser recuperado mainfo <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,conectate a mi facetime
SPAM,<URL>
SPAM,<URL>
SPAM,conectate a mi facetime
HAM,que es
SPAM,no lo entenderias
SPAM,jajaja
SPAM,
HAM,
HAM,como voy saber si no me explicas
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,tu bono x recarga ha finalizado sigue conectado en tus redes sociales con las opciones que tenemos para ti en cl ro compras
SPAM,no cuentas con saldo suficiente para navegar conoce como recargar aqui cl ro pe na fm portalrecar
SPAM,conoce nuestros paquetes de internet que tenemos hoy por el dia del trabajador informate aqui cl ro pe sms mega
SPAM,conoce los planes max postpago que tenemos para ti con llamadas nacionales ilimitadas y muchos mas gigas informate llamando al <NUMBER> <NUMBER> opcion <NUMBER> o registrandote aqui <URL>
SPAM,tienes un beneficio exclusivo esperando por ti ingresa aquc y pidelo <URL>
SPAM,el codigo para continuar la solicitud de portabilidad de este numero a bitel es <NUMBER> no entregue el codigo si no desea continuar el proceso
SPAM,el codigo para continuar la solicitud de portabilidad de este numero a bitel es <NUMBER> no entregue el codigo si no desea continuar el proceso
SPAM,quedan pocos dias sorteamos <NUMBER> celular xiaomi redmi note <NUMBER> <NUMBER> smart band <NUMBER> pro y <NUMBER> comedero inteligente para gatos en claro club si eres full claro tienes doble opcion vale al <NUMBER> <NUMBER> <NUMBER> en <URL>
SPAM,el codigo para continuar la solicitud de portabilidad de este numero a bitel es <NUMBER> no entregue el codigo si no desea continuar el proceso
SPAM,estimado cliente hemos procesado exitosamente tu solicitud de portabilidad con codigo po<PHONE> de la linea <PHONE> realizada el <NUMBER> <NUMBER> <NUMBER> <NUMBER> <NUMBER> te brindamos una cordial bienvenida y esperamos que disfrutes los beneficios de ser parte de bitel gracias
SPAM,por tu recarga tienes mb min ilim fb full mb en youtube y tiktok por <NUMBER> dias ademas tienes whatsapp por <NUMBER> dias info cl ro miclarohome
SPAM,aprovecha tienes mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias consulta tu saldo en miclaro
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,la configuracion llegara en breve la contrasena es <NUMBER> de ser necesario
SPAM,te ha llamado <NUMBER> llamada de <PHONE> a las <NUMBER> <NUMBER> del <NUMBER> de abril de <NUMBER>
SPAM,codigo <PHONE> es su clave temporal para ingresar a mi bitel vqehqxdsugq
SPAM,no pierdas la oportunidad de ser un ganador juega bitel aventuras y participa en el sorteo de nuestros premios descarga nuestra app mi bitel y prueba tu suerte playstore <URL> app store <URL>
SPAM,su opinion nos ayuda a mejorar la calidad por favor responda esta encuesta sobre su reciente experiencia con nuestra tienda bitel en una escala del <NUMBER> al <NUMBER> siendo <NUMBER> muy insatisfecho y <NUMBER> muy satisfecho cual es su grado de satisfaccion con la actitud del agente de modulo que atendio su consulta requerimiento responder solo con el numero
SPAM,bienvenido a bitel sabias que tu plan tiene tv premium disfruta de tv pelis y series <NUMBER> gratis ah y con megas ilimitados en tu app tv solo por pagar tu recibo a tiempo descarga tv aqui <URL>
SPAM,por pagar tu recibo actualizamos tus beneficios a <NUMBER> gb mensuales recuerda que pagando mensualmente tu recibo de tu plan actual recibiras los beneficios del plan flash <NUMBER> <NUMBER> siempre y cuando sigas con nosotros
SPAM,su ciclo es <NUMBER> todos los dias <NUMBER> recibira una nueva factura y luego debera pagar a tiempo antes del dia <NUMBER> conoce como pagar tu recibo desde <URL>
SPAM,te devolvemos hasta el <NUMBER> en soles para que lo uses como quieras registrate en bipay nuestra nueva billetera digital y disfruta este beneficio pagando tu recibo por bipay descargalo aqui <URL> promocion valida hasta el <NUMBER> <NUMBER> <NUMBER> mas info en <URL>
SPAM,gracias por elegir bitel descarga mi bitel y podras hacer migracion revisar tus recibos y o comprar paquetes acceder a debito automatico para eliminar fechas de vencimiento acceder a cupones exclusivos para tus compras favoritas bienvenido a la familia descargala aqui <URL>
SPAM,mira ahora guerra mundial z por paramount brad pitt debe detener una pandemia zombi que amenaza a la humanidad activa tu cuenta ya <URL>
SPAM,disfruta por siempre <NUMBER> de descuento comparte con amigos y familia una linea adicional desde s <NUMBER> <NUMBER> y recibe gb o mas pidelo aqui <URL>
SPAM,nuevo mensaje de voz para <PHONE> de <PHONE> tamano <NUMBER> segundos recibido <NUMBER> <NUMBER> <NUMBER> <NUMBER> <NUMBER> pm por favor marcar <NUMBER> para oir el mensaje
SPAM,te ha llamado <NUMBER> llamada de <PHONE> a las <NUMBER> <NUMBER> del <NUMBER> de mayo de <NUMBER>
SPAM,tienes tv gratis si gratis y con megas ilimitados disfruta canales en vivo pelis series y mucho mas descarga la app tv aqui <URL>
SPAM,descarga bipay envia o recibe dinero paga tus servicios y recibe cashback y mas promos exclusivas disfruta ahora descarga aqui <URL>
SPAM,en q parte me dijo q va estar
HAM,esttoy
HAM,en la plaza
HAM,al frente
SPAM,no le entendi bien
HAM,de la galeria
HAM,de vestidos
HAM,donde esta usted
SPAM,ok
HAM,ya llego
SPAM,si
HAM,no la veo
SPAM,colegio san roman
HAM,yq
SPAM,ya vengo para ese lado
HAM,de acuerdo
SPAM,gracias
SPAM,disfruta por siempre <NUMBER> de descuento comparte con amigos y familia una linea adicional desde s <NUMBER> <NUMBER> y recibe gb o mas pidelo aqui <URL>
SPAM,descarga bipay envia o recibe dinero paga tus servicios y recibe cashback y mas promos exclusivas disfruta ahora descarga aqui <URL>
SPAM,dime
SPAM,tienes tv gratis si gratis y con megas ilimitados disfruta canales en vivo pelis series y mucho mas descarga la app tv aqui <URL>
HAM,<PHONE>a
HAM,suspension
SPAM,nuevo mensaje de voz para <PHONE> de <PHONE> tamano <NUMBER> segundos recibido <NUMBER> <NUMBER> <NUMBER> <NUMBER> <NUMBER> pm por favor marcar <NUMBER> para oir el mensaje
SPAM,gana s <NUMBER> cada semana registrate en bipay la billetera digital de bitel crea tu cuenta y aprovecha los beneficios entra aqui <URL>
SPAM,paga tu recibo calidda en bipay y te devolvemos s <NUMBER> r pido seguro y sin colas desc rgala aqu <URL>
SPAM,ya puedes ver emilia perez por paramount mira ya la pelicula que causo mas polemica en los oscars que esperas miralo ya <URL>
SPAM,disfruta por siempre <NUMBER> de descuento comparte con amigos y familia una linea adicional desde s <NUMBER> <NUMBER> y recibe gb o mas pidelo aqui <URL>
SPAM,descarga bipay envia o recibe dinero paga tus servicios y recibe cashback y mas promos exclusivas disfruta ahora descarga aqui <URL>
SPAM,te devolvemos hasta el <NUMBER> en soles para que lo uses como quieras recuerda que pagando tu recibo con bipay podras recibir este super beneficio promocion valida hasta el <NUMBER> <NUMBER> <NUMBER> mas info en <URL>
SPAM,te devolvemos hasta el <NUMBER> en soles para que lo uses como quieras registrate en bipay nuestra nueva billetera digital y disfruta este beneficio pagando tu recibo por bipay descargalo aqui <URL> promocion valida hasta el <NUMBER> <NUMBER> <NUMBER> mas info en <URL>
SPAM,te devolvemos hasta el <NUMBER> en soles para que lo uses como quieras recuerda que pagando tu recibo con bipay podras recibir este super beneficio promocion valida hasta el <NUMBER> <NUMBER> <NUMBER> mas info en <URL>
SPAM,tienes tv gratis si gratis y con megas ilimitados disfruta canales en vivo pelis series y mucho mas descarga la app tv aqui <URL>
SPAM,chatea conmigo en whatsapp una aplicacion rapida simple y segura con mensajes y llamadas gratis para comunicarnos descargala en <URL>
SPAM,hola
SPAM,te ha llamado <NUMBER> llamada de <PHONE> a las <NUMBER> <NUMBER> del <NUMBER> de mayo de <NUMBER>
SPAM,nuevo mensaje de voz para <PHONE> de <PHONE> tamano <NUMBER> segundos recibido <NUMBER> <NUMBER> <NUMBER> <NUMBER> <NUMBER> am por favor marcar <NUMBER> para oir el mensaje
SPAM,te devolvemos hasta el <NUMBER> en soles para que lo uses como quieras registrate en bipay nuestra nueva billetera digital y disfruta este beneficio pagando tu recibo por bipay descargalo aqui <URL> promocion valida hasta el <NUMBER> <NUMBER> <NUMBER> mas info en <URL>
SPAM,te devolvemos hasta el <NUMBER> en soles para que lo uses como quieras recuerda que pagando tu recibo con bipay podras recibir este super beneficio promocion valida hasta el <NUMBER> <NUMBER> <NUMBER> mas info en <URL>
SPAM,registrate en bipay la billetera digital de bitel y recibe gb gratis crea tu cuenta hoy y disfruta mas conectividad aprovecha ahora <URL>
SPAM,no pierdas tus <NUMBER> gb no utilizados sigue disfrutando de bitel pagando tu servicio hasta <NUMBER> <NUMBER> <NUMBER> y evita perder los datos restantes de tu plan realiza tu pago aqui <URL> o a travas de la app <URL>
SPAM,disfruta por siempre <NUMBER> de descuento comparte con amigos y familia una linea adicional desde s <NUMBER> <NUMBER> y recibe gb o mas pidelo aqui <URL>
SPAM,descarga bipay envia o recibe dinero paga tus servicios y recibe cashback y mas promos exclusivas disfruta ahora descarga aqui <URL>
SPAM,te devolvemos hasta el <NUMBER> en soles para que lo uses como quieras registrate en bipay nuestra nueva billetera digital y disfruta este beneficio pagando tu recibo por bipay descargalo aqui <URL> promocion valida hasta el <NUMBER> <NUMBER> <NUMBER> mas info en <URL>
SPAM,te ha llamado <NUMBER> llamada de <PHONE> a las <NUMBER> <NUMBER> del <NUMBER> de mayo de <NUMBER>
SPAM,nuevo mensaje de voz para <PHONE> de <PHONE> tamano <NUMBER> segundos recibido <NUMBER> <NUMBER> <NUMBER> <NUMBER> <NUMBER> pm por favor marcar <NUMBER> para oir el mensaje
SPAM,te devolvemos hasta el <NUMBER> en soles para que lo uses como quieras registrate en bipay nuestra nueva billetera digital y disfruta este beneficio pagando tu recibo por bipay descargalo aqui <URL> promocion valida hasta el <NUMBER> <NUMBER> <NUMBER> mas info en <URL>
SPAM,tienes tv gratis si gratis y con megas ilimitados disfruta canales en vivo pelis series y mucho mas descarga la app tv aqui <URL>
SPAM,mejora tu plan al ilimitado <NUMBER> <NUMBER> y recibe gb extra mensuales por siempre migra aqui ahora <URL>
SPAM,no pierdas tus <NUMBER> <NUMBER> gb no utilizados sigue disfrutando de bitel pagando tu servicio hasta <NUMBER> <NUMBER> <NUMBER> y evita perder los datos restantes de tu plan realiza tu pago aqui <URL> o a traves de la app <URL>
SPAM,ingresa el codigo para actualizar tu numero de celular desde la plataforma digital bcp <PHONE>
SPAM,hola tu codigo de verificacion bipay es <PHONE> este codigo expirara en <NUMBER> minutos no lo compartas con nadie y solo usalo en tu app
SPAM,usted ha pagado s <NUMBER> <NUMBER> exitosamente por el recibo numero s<PHONE> del mes <NUMBER> <NUMBER> contrato numero <PHONE> numero de suscriptor <PHONE> muchas gracias
SPAM,acabas de recibir gb ilimitados para tv hasta tu proximo ciclo de facturacion y por tu plan control tienes gratis peliculas series y mas paga tu recibo a tiempo para seguir recibiendo este beneficio mas info <URL>
SPAM,te devolvemos hasta el <NUMBER> en soles para que lo uses como quieras registrate en bipay nuestra nueva billetera digital y disfruta este beneficio pagando tu recibo por bipay descargalo aqui <URL> promocion valida hasta el <NUMBER> <NUMBER> <NUMBER> mas info en <URL>
SPAM,te devolvemos hasta el <NUMBER> en soles para que lo uses como quieras recuerda que pagando tu recibo con bipay podras recibir este super beneficio promocion valida hasta el <NUMBER> <NUMBER> <NUMBER> mas info en <URL>
SPAM,al <NUMBER> <NUMBER> figuran a tu nombre <NUMBER> linea movil en movistar y <NUMBER> en bitel visita <URL>
SPAM,disfruta por siempre <NUMBER> de descuento comparte con amigos y familia una linea adicional desde s <NUMBER> <NUMBER> y recibe gb o mas pidelo aqui <URL>
SPAM,te ha llamado <NUMBER> llamada de <PHONE> a las <NUMBER> <NUMBER> del <NUMBER> de mayo de <NUMBER>
SPAM,te ha llamado <NUMBER> llamada de <PHONE> a las <NUMBER> <NUMBER> del <NUMBER> de junio de <NUMBER>
